,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
12,James Brooks*,CIN,RB,31,16,14,0,0,0,0,0,221,1239,5.61,7,37,306,8.27,2,9,,9,,,209,236.5,247.0,218.0,88,8,12,
13,Randall Cunningham*,PHI,QB,26,16,16,290,532,3400,21,15,104,621,5.97,4,0,0,,0,17,,4,,,276,259.1,288.6,274.1,84,2,13,
14,Rodney Holman*,CIN,TE,29,16,15,0,0,0,0,0,0,0,,0,50,736,14.72,9,0,,9,,,128,177.6,180.6,152.6,82,1,14,
15,Andre Reed*,BUF,WR,25,16,16,0,0,0,0,0,2,31,15.50,0,88,1312,14.91,9,4,,9,,,188,272.3,277.3,228.3,81,4,15,
16,Eric Dickerson*,IND,RB,29,15,14,0,0,0,0,0,314,1311,4.18,7,30,211,7.03,1,10,,8,,,200,220.2,231.2,205.2,80,9,16,
17,Anthony Miller*,SDG,WR,24,16,16,0,0,0,0,0,4,21,5.25,0,75,1252,16.69,10,1,,11,,,187,267.3,270.8,229.8,80,5,17,
18,Henry Ellard*,RAM,WR,28,14,12,0,0,0,0,0,2,10,5.00,0,70,1382,19.74,8,0,,8,,,187,257.2,260.2,222.2,79,6,18,
19,Joe Montana*+,SFO,QB,33,13,13,271,386,3521,26,8,49,227,4.63,3,0,0,,0,9,,3,,,270,260.5,279.0,268.5,77,3,19,
20,Roger Craig*,SFO,RB,29,16,16,0,0,0,0,0,271,1054,3.89,6,49,473,9.65,1,4,,7,,,195,239.7,247.7,215.2,74,10,20,
21,Jim Everett,RAM,QB,26,16,16,304,518,4310,29,17,25,31,1.24,1,0,0,,0,4,,1,,,264,259.5,281.5,276.5,71,4,21,
22,Gary Clark,WAS,WR,27,15,12,0,0,0,0,0,2,19,9.50,0,79,1229,15.56,9,1,,9,,,179,256.8,260.3,217.3,71,7,22,
23,Warren Moon*,HOU,QB,33,16,16,280,464,3631,23,14,70,268,3.83,4,0,0,,0,11,,4,,,260,249.0,274.5,263.0,68,5,23,
24,Herschel Walker,2TM,RB,27,16,14,0,0,0,0,0,250,915,3.66,7,40,423,10.58,2,7,,10,,,188,226.8,236.3,206.8,67,11,24,
25,Boomer Esiason*,CIN,QB,28,16,15,258,455,3525,28,11,47,278,5.91,0,0,0,,0,8,,0,,,259,250.8,271.8,261.8,66,6,25,
26,Tim McGee,CIN,WR,25,16,16,0,0,0,0,0,2,36,18.00,0,65,1211,18.63,8,0,,8,,,173,237.7,240.7,205.2,65,8,26,
27,Bobby Humphrey,DEN,RB,23,16,12,1,2,17,1,0,294,1151,3.91,7,22,156,7.09,1,4,,8,,,183,201.4,209.4,190.4,63,12,27,
28,John Taylor*,SFO,WR,27,15,15,0,0,0,0,0,1,6,6.00,0,60,1077,17.95,10,3,,10,,,168,225.3,229.8,195.3,61,9,28,
29,Art Monk,WAS,WR,32,16,12,0,0,0,0,0,3,8,2.67,0,86,1186,13.79,8,2,,8,,,167,251.4,255.4,208.4,60,10,29,
30,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
31,Mervyn Fernandez,RAI,WR,30,16,13,0,0,0,0,0,2,16,8.00,0,57,1069,18.75,9,3,,9,,,163,216.5,221.0,188.0,55,11,30,
32,Richard Johnson,DET,WR,28,16,15,0,0,0,0,0,12,38,3.17,0,70,1091,15.59,8,3,,8,,,161,227.9,232.4,192.9,53,12,31,
33,Webster Slaughter*,CLE,WR,25,16,16,0,0,0,0,0,0,0,,0,65,1236,19.02,6,2,,6,,,160,222.6,226.6,190.1,52,13,32,
34,Eric Martin,NOR,WR,28,16,15,0,0,0,0,0,0,0,,0,68,1090,16.03,8,1,,8,,,157,224.0,227.5,190.0,49,14,33,
35,Mark Clayton,MIA,WR,28,15,15,0,0,0,0,0,3,9,3.00,0,64,1011,15.80,9,1,,9,,,156,219.0,222.5,187.0,48,15,34,
36,Eric Metcalf,CLE,RB,21,16,11,1,2,32,1,0,187,633,3.39,6,54,397,7.35,4,5,,10,,,168,217.3,225.8,190.3,48,13,35,
37,Vance Johnson,DEN,WR,26,16,16,0,1,0,0,0,0,0,,0,76,1095,14.41,7,0,,7,,,152,227.5,230.5,189.5,44,16,36,
38,Louis Lipps,PIT,WR,27,16,16,0,0,0,0,0,13,180,13.85,1,50,944,18.88,5,2,,6,,,148,196.4,203.4,171.4,41,17,37,
39,Earnest Byner,WAS,RB,27,16,13,0,1,0,0,0,134,580,4.33,7,54,458,8.48,2,2,,9,,,158,209.8,216.8,182.8,37,14,38,
40,John Williams,SEA,RB,25,15,15,0,0,0,0,0,146,499,3.42,1,76,657,8.64,6,2,,7,,,158,231.6,238.6,193.6,37,15,39,
41,Keith Jackson *+,PHI,TE,24,14,12,0,0,0,0,0,0,0,,0,63,648,10.29,3,1,,3,,,83,144.8,148.3,113.3,37,2,40,
42,Flipper Anderson,RAM,WR,24,16,13,0,0,0,0,0,1,-1,-1.00,0,44,1146,26.05,5,0,,5,,,145,188.5,191.5,166.5,37,18,41,
43,Drew Hill,HOU,WR,33,14,12,0,0,0,0,0,0,0,,0,66,938,14.21,8,1,,8,,,142,206.8,210.3,173.8,34,19,42,
44,Ricky Sanders,WAS,WR,29,16,12,1,1,32,0,0,4,19,4.75,0,80,1138,14.23,4,0,,4,,,141,221.0,224.0,181.0,33,20,43,
45,Mark Rypien*,WAS,QB,27,14,14,280,476,3768,22,13,26,56,2.15,1,0,0,,0,14,,1,,,224,210.3,233.3,223.3,32,7,44,
46,Dan Marino,MIA,QB,28,16,16,308,550,3997,24,22,14,-7,-0.50,2,0,0,,0,7,,2,,,223,216.2,244.7,238.2,31,8,45,
47,Brian Blades*,SEA,WR,24,16,14,0,0,0,0,0,1,3,3.00,0,77,1063,13.81,5,3,,5,,,137,210.6,215.1,172.1,29,21,46,
48,Brent Jones,SFO,TE,26,16,16,0,0,0,0,0,0,0,,0,40,500,12.50,4,0,,4,,,74,114.0,117.0,94.0,28,3,47,
49,Keith Byars,PHI,RB,26,16,15,0,0,0,0,0,133,452,3.40,5,68,721,10.60,0,4,,5,,,147,211.3,219.3,177.3,27,16,48,
50,John Stephens,NWE,RB,23,14,12,0,0,0,0,0,244,833,3.41,7,21,207,9.86,0,3,,7,,,146,164.0,171.5,153.5,26,17,49,
51,Anthony Carter *,MIN,WR,29,16,16,0,0,0,0,0,3,18,6.00,0,65,1066,16.40,4,0,,4,,,132,197.4,200.4,164.9,25,22,50,
52,Steve Jordan*,MIN,TE,28,16,15,0,0,0,0,0,0,0,,0,35,506,14.46,3,1,,3,,,69,102.6,106.1,85.1,23,4,51,
53,Jim Kelly,BUF,QB,29,13,13,228,391,3130,25,18,29,137,4.72,2,0,0,,0,6,,2,,,215,208.9,235.9,226.9,23,9,52,
54,Cris Carter,PHI,WR,24,16,15,0,0,0,0,0,2,16,8.00,0,45,605,13.44,11,1,,11,,,128,172.1,175.6,149.6,20,23,53,
55,Hoby Brenner,NOR,TE,30,16,16,0,0,0,0,0,0,0,,0,34,398,11.71,4,1,,4,,,64,96.8,100.3,79.8,18,5,54,
56,Pete Holohan,RAM,TE,30,16,6,0,0,0,0,0,1,3,3.00,0,51,510,10.00,2,1,,2,,,63,113.3,116.8,87.8,18,6,55,
57,Merril Hoge,PIT,RB,24,16,16,0,0,0,0,0,186,621,3.34,8,34,271,7.97,0,2,,8,,,137,169.2,176.2,152.2,17,18,56,
58,Mike Dyal,RAI,TE,23,16,16,0,0,0,0,0,0,0,,0,27,499,18.48,2,0,,2,,,62,88.9,91.9,75.4,16,7,57,
59,Eric Sievers,NWE,TE,32,16,5,0,0,0,0,0,0,0,,0,54,615,11.39,0,1,,0,,,62,114.5,118.0,87.5,16,8,58,
60,Brent Fullwood*,GNB,RB,26,15,15,0,0,0,0,0,204,821,4.02,5,19,214,11.26,0,6,,5,,,134,146.5,155.5,137.0,13,19,59,
61,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
62,Johnny Hector,NYJ,RB,29,15,9,0,0,0,0,0,177,702,3.97,3,38,330,8.68,2,1,,5,,,133,170.2,176.7,151.2,13,20,60,
63,James Thornton,CHI,TE,24,16,16,0,0,0,0,0,1,4,4.00,0,24,392,16.33,3,2,,3,,,58,79.6,83.6,67.6,12,9,61,
64,Ed West,GNB,TE,28,13,12,0,0,0,0,0,0,0,,0,22,269,12.23,5,0,,5,,,57,78.9,81.9,67.9,11,10,62,
65,Ferrell Edmunds*,MIA,TE,24,16,16,0,0,0,0,0,0,0,,0,32,382,11.94,3,1,,3,,,56,87.2,90.7,71.2,10,11,63,
66,John Settle,ATL,RB,24,15,15,0,0,0,0,0,179,689,3.85,3,39,316,8.10,2,1,,5,,,131,168.5,175.0,149.0,10,21,64,
67,Eddie Brown,CIN,WR,27,15,15,0,0,0,0,0,0,0,,0,52,814,15.65,6,0,,6,,,117,169.4,172.4,143.4,10,24,65,
68,John Elway*,DEN,QB,29,15,15,223,416,3051,18,18,48,244,5.08,3,0,0,,0,9,,3,,,200,191.4,219.9,209.4,8,10,66,
69,Bill Brooks,IND,WR,25,16,16,0,0,0,0,0,2,-3,-1.50,0,63,919,14.59,4,1,,4,,,116,177.6,181.1,146.1,8,25,67,
70,Bo Jackson,RAI,RB,27,11,9,0,0,0,0,0,173,950,5.49,4,9,69,7.67,0,1,,4,,,126,133.9,137.4,129.4,6,22,68,
71,Bernie Kosar,CLE,QB,26,16,16,303,513,3533,18,14,30,70,2.33,1,1,-7,-7.00,0,2,,1,,,198,196.6,214.6,210.1,5,11,69,
72,Roy Green,PHO,WR,32,12,12,0,0,0,0,0,0,0,,0,44,703,15.98,7,2,,7,,,112,154.3,158.3,132.3,5,26,70,
73,Marion Butts,SDG,RB,23,15,5,0,0,0,0,0,170,683,4.02,9,7,21,3.00,0,2,,9,,,124,129.4,133.4,125.9,4,23,71,
74,J.T. Smith,PHO,WR,34,9,8,0,0,0,0,0,2,21,10.50,0,62,778,12.55,5,0,,5,,,110,171.9,174.9,140.9,2,27,72,
75,Hart Lee Dykes,NWE,WR,23,16,6,0,0,0,0,0,0,0,,0,49,795,16.22,5,3,,5,,,110,155.5,160.0,131.0,2,28,73,
76,Jo-Jo Townsell,NYJ,WR,29,16,6,0,0,0,0,0,0,0,,0,45,787,17.49,5,4,,5,,,109,149.7,154.7,127.2,1,29,74,
77,Mark Bavaro,NYG,TE,26,7,7,0,0,0,0,0,0,0,,0,22,278,12.64,3,0,,3,,,46,67.8,70.8,56.8,,12,75,
78,Lars Tate,TAM,RB,23,15,14,0,0,0,0,0,167,589,3.53,8,11,75,6.82,1,2,,9,,,120,129.4,133.4,123.9,,24,76,
79,Dave Krieg*,SEA,QB,31,15,14,286,499,3309,21,20,40,160,4.00,0,0,0,,0,18,,0,,,192,174.4,209.4,194.4,,12,77,
80,Brad Baxter,NYJ,,22,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,1,78,
81,Chris Miller,ATL,QB,24,15,15,280,526,3459,16,10,10,20,2.00,0,0,0,,0,13,,0,,,184,174.4,190.9,184.4,,13,,
82,Vinny Testaverde,TAM,QB,26,14,14,258,480,3133,20,22,25,139,5.56,0,0,0,,0,4,,0,,,175,171.2,201.2,193.2,,14,,
83,Phil Simms,NYG,QB,34,15,15,228,405,3061,14,14,32,141,4.41,1,0,0,,0,9,,1,,,171,161.5,186.0,175.5,,15,,
84,Ken O'Brien,NYJ,QB,29,15,12,288,477,3346,12,18,9,18,2.00,0,0,0,,0,10,,0,,,148,137.6,163.6,155.6,,17,,
85,Jack Trudeau,IND,QB,27,13,12,190,362,2317,15,13,35,91,2.60,2,0,0,,0,10,,2,,,148,137.8,158.8,150.8,,16,,
86,Bobby Hebert,NOR,QB,29,14,13,222,353,2686,15,15,25,87,3.48,0,0,0,,0,2,,0,,,146,144.1,163.1,159.1,,18,,
87,Gary Hogeboom,PHO,QB,31,14,13,204,364,2591,14,19,27,89,3.30,1,0,0,,0,5,,1,,,137,131.5,156.0,150.5,,19,,
88,Wade Wilson,MIN,QB,30,14,12,194,362,2543,9,12,32,132,4.13,1,0,0,,0,5,,1,,,133,127.9,148.4,139.9,,20,,
89,Mike Tomczak,CHI,QB,27,16,11,156,306,2058,16,16,24,71,2.96,1,0,0,,0,2,,1,,,127,125.4,145.4,141.4,,21,,
90,Rick Fenney,MIN,RB,25,16,8,0,0,0,0,0,151,588,3.89,4,30,254,8.47,2,4,,6,,,120,146.2,154.2,131.2,,25,,
91,Jim McMahon,SDG,QB,30,12,11,176,318,2132,10,10,29,141,4.86,0,1,4,4.00,0,3,,0,,,120,117.8,135.3,127.3,,22,,
92,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
93,Tim Worley,PIT,RB,23,15,14,0,0,0,0,0,195,770,3.95,5,15,113,7.53,0,9,,5,,,118,124.3,134.8,116.8,,26,,
94,Gerald Riggs,WAS,RB,29,12,7,0,0,0,0,0,201,834,4.15,4,7,67,9.57,0,3,,4,,,114,118.1,122.6,114.6,,27,,
95,Bubby Brister,PIT,QB,27,14,14,187,342,2365,9,10,27,25,0.93,0,1,-10,-10.00,0,4,,0,,,112,109.1,124.1,118.6,,24,,
96,Steve DeBerg,KAN,QB,35,12,10,196,324,2529,11,16,14,-8,-0.57,0,0,0,,0,4,,0,,,112,108.4,129.4,124.4,,23,,
97,Bob Gagliano,DET,QB,31,11,7,117,232,1671,6,12,41,192,4.68,4,0,0,,0,3,,4,,,110,107.0,126.5,119.0,,25,,
98,Sammie Smith,MIA,RB,22,13,12,0,0,0,0,0,200,659,3.30,6,7,81,11.57,0,6,,6,,,110,111.0,117.0,107.5,,28,,
99,Roger Vick,NYJ,RB,25,16,10,0,0,0,0,0,112,434,3.88,5,34,241,7.09,2,4,,7,,,110,139.5,147.5,122.5,,29,,
100,Alonzo Highsmith,HOU,RB,24,16,16,0,0,0,0,0,128,531,4.15,4,18,201,11.17,2,6,,6,,,109,121.2,130.2,112.2,,30,,
101,Andre Rison,IND,WR,22,16,13,0,0,0,0,0,3,18,6.00,0,52,820,15.77,4,1,,4,,,108,158.8,162.3,132.8,,30,,
102,Brad Muster,CHI,RB,24,16,16,0,0,0,0,0,82,327,3.99,5,32,259,8.09,3,2,,8,,,107,136.6,143.6,120.6,,31,,
103,Albert Bentley,IND,RB,29,16,8,0,1,0,0,0,75,299,3.99,1,52,525,10.10,3,3,,4,,,106,155.4,162.9,129.4,,32,,
104,Steve Beuerlein,RAI,QB,24,10,7,108,217,1677,13,9,16,39,2.44,0,0,0,,0,6,,0,,,105,99.0,114.0,108.0,,26,,
105,Shawn Collins,ATL,WR,22,16,16,0,0,0,0,0,0,0,,0,58,862,14.86,3,0,,3,,,104,162.2,165.2,133.2,,31,,
106,Ernie Jones,PHO,WR,25,15,9,0,0,0,0,0,1,18,18.00,0,45,838,18.62,3,3,,3,,,104,145.6,150.1,123.1,,32,,
107,Tom Rathman,SFO,RB,27,16,16,0,0,0,0,0,79,305,3.86,1,73,616,8.44,1,1,,2,,,104,176.1,182.6,139.6,,33,,
108,Cedric Jones,NWE,WR,29,15,12,0,0,0,0,0,1,3,3.00,0,48,670,13.96,6,1,,6,,,103,150.3,153.8,126.3,,33,,
109,Curt Warner,SEA,RB,28,16,15,0,0,0,0,0,194,631,3.25,3,23,153,6.65,1,7,,4,,,102,118.4,127.9,106.9,,34,,
110,Jim Jensen,MIA,WR,31,16,1,1,1,19,1,0,8,50,6.25,0,61,557,9.13,6,0,,6,,,101,162.5,165.5,132.0,,34,,
111,Rodney Peete,DET,QB,23,8,8,103,195,1479,5,9,33,148,4.48,4,0,0,,0,9,,4,,,100,91.0,110.5,100.0,,27,,
112,Troy Aikman,DAL,QB,23,11,11,155,293,1749,9,18,38,302,7.95,0,1,-13,-13.00,0,6,,0,,,99,93.9,120.9,111.4,,28,,
113,Earl Ferrell,PHO,RB,31,15,15,0,0,0,0,0,149,502,3.37,6,18,122,6.78,0,2,,6,,,98,114.4,121.4,105.4,,35,,
114,Ernest Givins,HOU,WR,25,15,15,0,0,0,0,0,0,0,,0,55,794,14.44,3,0,,3,,,97,152.4,155.4,124.9,,35,,
115,Bruce Hill,TAM,WR,25,16,16,0,0,0,0,0,0,0,,0,50,673,13.46,5,2,,5,,,97,145.3,149.3,120.3,,36,,
116,Jim Harbaugh,CHI,QB,26,12,5,111,178,1204,5,9,45,276,6.13,3,0,0,,0,2,,3,,,96,93.8,109.8,102.8,,29,,
117,Michael Haynes,ATL,WR,24,13,11,0,0,0,0,0,4,35,8.75,0,40,681,17.03,4,0,,4,,,96,135.6,138.6,115.6,,37,,
118,Keith Jones,ATL,RB,23,14,9,0,1,0,0,0,52,202,3.88,6,41,396,9.66,0,0,,6,,,96,136.8,142.8,116.3,,36,,
119,Larry Kinnebrew,BUF,RB,30,15,10,0,0,0,0,0,131,533,4.07,6,5,60,12.00,0,3,,6,,,95,97.3,101.8,94.8,,37,,
120,Willie Gault,RAI,WR,29,16,16,0,0,0,0,0,0,0,,0,28,690,24.64,4,0,,4,,,93,121.0,124.0,107.0,,38,,
121,Curtis Duncan,HOU,WR,24,16,1,0,0,0,0,0,1,0,0.00,0,43,613,14.26,5,1,,5,,,91,133.3,136.8,111.8,,39,,
122,Steve Young,SFO,QB,28,10,3,64,92,1001,8,3,38,126,3.32,2,0,0,,0,2,,2,,,91,88.6,98.6,91.6,,30,,
123,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
124,Reggie Langhorne,CLE,WR,26,16,15,0,0,0,0,0,5,19,3.80,0,60,749,12.48,2,3,,2,,,89,145.8,150.3,115.8,,40,,
125,Anthony Toney,PHI,RB,27,14,14,0,0,0,0,0,172,582,3.38,3,19,124,6.53,0,4,,3,,,89,103.6,111.6,94.1,,38,,
126,Stephone Paige,KAN,WR,28,14,12,0,0,0,0,0,0,0,,0,44,759,17.25,2,3,,2,,,88,128.9,133.4,106.9,,41,,
127,Bob Perryman,NWE,RB,25,16,14,0,0,0,0,0,150,562,3.75,2,29,195,6.72,0,2,,2,,,88,114.7,121.7,100.2,,39,,
128,Robert Clark,DET,WR,24,16,16,0,0,0,0,0,0,0,,0,41,748,18.24,2,2,,2,,,87,125.8,129.8,105.3,,43,,
129,Lonzell Hill,NOR,WR,24,16,12,0,0,0,0,0,1,-7,-7.00,0,48,636,13.25,4,1,,4,,,87,133.9,137.4,109.9,,42,,
130,Keith Woodside,GNB,RB,25,16,16,0,0,0,0,0,46,273,5.93,1,59,527,8.93,0,4,,1,,,86,141.0,149.0,111.5,,40,,
131,Freeman McNeil,NYJ,RB,30,11,7,0,0,0,0,0,80,352,4.40,2,31,310,10.00,1,1,,3,,,84,114.2,120.7,98.7,,41,,
132,Tim Manoa,CLE,RB,25,16,15,0,0,0,0,0,87,289,3.32,3,27,241,8.93,2,2,,5,,,83,108.0,115.0,94.5,,42,,
133,Robert Delpino,RAM,RB,24,16,1,0,0,0,0,0,78,368,4.72,1,34,334,9.82,1,1,,2,,,82,115.2,121.7,98.2,,43,,
134,Allen Pinkett,HOU,RB,25,16,6,0,0,0,0,0,94,449,4.78,1,31,239,7.71,1,1,,2,,,81,110.8,117.3,95.3,,45,,
135,Tim Spencer,SDG,RB,29,16,11,0,0,0,0,0,134,521,3.89,3,18,112,6.22,0,3,,3,,,81,96.3,103.8,87.3,,44,,
136,Al Toon,NYJ,WR,26,11,10,0,0,0,0,0,0,0,,0,63,693,11.00,2,0,,2,,,81,144.3,147.3,112.8,,44,,
137,Hassan Jones,MIN,WR,25,16,13,0,0,0,0,0,1,37,37.00,0,42,694,16.52,1,2,,1,,,79,119.1,123.1,98.1,,45,,
138,Paul Skansi,SEA,WR,28,16,1,0,0,0,0,0,0,0,,0,39,488,12.51,5,0,,5,,,79,117.8,120.8,98.3,,46,,
139,Mark Duper,MIA,WR,30,15,14,0,0,0,0,0,0,0,,0,49,717,14.63,1,0,,1,,,78,126.7,129.7,102.2,,47,,
140,Steve Grogan,NWE,QB,36,7,6,133,261,1697,9,14,9,19,2.11,0,0,0,,0,3,,0,,,78,74.8,93.3,88.8,,31,,
141,Perry Kemp,GNB,WR,28,14,13,0,0,0,0,0,5,43,8.60,0,48,611,12.73,2,3,,2,,,77,122.4,126.9,98.4,,48,,
142,Kelvin Martin,DAL,WR,24,11,11,0,0,0,0,0,0,0,,0,46,644,14.00,2,0,,2,,,76,122.4,125.4,99.4,,49,,
143,James Wilder,TAM,RB,31,15,4,0,0,0,0,0,70,244,3.49,0,36,335,9.31,3,2,,3,,,76,109.9,116.9,91.9,,46,,
144,Haywood Jeffires,HOU,WR,25,16,4,0,0,0,0,0,0,0,,0,47,619,13.17,2,0,,2,,,74,120.9,123.9,97.4,,50,,
145,Irving Fryar,NWE,WR,27,11,5,0,0,0,0,0,2,15,7.50,0,29,537,18.52,3,2,,3,,,73,100.2,104.2,85.7,,51,,
146,Gene Lang,ATL,RB,27,15,7,0,0,0,0,0,47,176,3.74,1,39,436,11.18,1,1,,2,,,73,111.2,117.7,91.7,,47,,
147,John Fourcade,NOR,QB,29,13,3,61,107,930,7,4,14,91,6.50,1,0,0,,0,2,,1,,,72,70.3,78.3,74.3,,32,,
148,Jay Schroeder,RAI,QB,28,11,9,91,194,1550,8,13,15,38,2.53,0,0,0,,0,6,,0,,,72,65.8,84.8,78.8,,33,,
149,Odessa Turner,NYG,WR,25,13,10,0,0,0,0,0,2,11,5.50,0,38,467,12.29,4,1,,4,,,72,108.8,112.3,89.8,,52,,
150,Andre Brown,MIA,WR,23,16,0,0,0,0,0,0,0,0,,0,24,410,17.08,5,1,,5,,,71,94.0,97.5,82.0,,53,,
151,Ronnie Harmon,BUF,RB,25,15,2,0,0,0,0,0,17,99,5.82,0,29,363,12.52,4,2,,4,,,70,97.2,101.2,82.7,,48,,
152,Buford McGee,RAM,RB,29,16,13,0,0,0,0,0,21,99,4.71,1,37,303,8.19,4,2,,5,,,70,105.2,109.2,86.7,,49,,
153,Darrin Nelson,2TM,RB,30,14,0,0,0,0,0,0,67,321,4.79,0,38,380,10.00,0,1,,0,,,70,107.1,113.6,88.1,,50,,
154,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
155,Lorenzo White,HOU,RB,23,16,0,0,0,0,0,0,104,349,3.36,5,6,37,6.17,0,2,,5,,,69,72.6,76.6,69.6,,51,,
156,Herman Fontenot,GNB,RB,26,16,0,0,0,0,0,0,17,69,4.06,1,40,372,9.30,3,0,,4,,,68,108.1,111.1,88.1,,52,,
157,William Howard,TAM,RB,25,16,12,0,0,0,0,0,108,357,3.31,1,30,188,6.27,1,2,,2,,,67,94.5,101.5,79.5,,54,,
158,Stanley Morgan,NWE,WR,34,10,10,0,0,0,0,0,0,0,,0,28,486,17.36,3,0,,3,,,67,94.6,97.6,80.6,,54,,
159,Steve Smith,RAI,RB,25,16,16,0,0,0,0,0,117,471,4.03,1,19,140,7.37,0,2,,1,,,67,84.1,91.1,74.6,,53,,
160,Paul Palmer,2TM,RB,25,14,8,0,0,0,0,0,112,446,3.98,2,17,93,5.47,0,3,,2,,,66,79.9,84.4,71.4,,55,,
161,Vance Mueller,RAI,RB,25,16,2,0,0,0,0,0,48,161,3.35,2,18,240,13.33,2,0,,4,,,64,82.1,88.1,73.1,,56,,
162,Steve Sewell,DEN,RB,26,16,3,0,0,0,0,0,7,44,6.29,0,25,416,16.64,3,0,,3,,,64,89.0,92.0,76.5,,57,,
163,James Dixon,DAL,WR,22,16,7,0,0,0,0,0,3,30,10.00,0,24,477,19.88,2,4,,3,,,63,88.7,93.7,76.7,,56,,
164,Dennis Gentry,CHI,WR,30,16,6,0,0,0,0,0,17,106,6.24,0,39,463,11.87,1,1,,1,,,63,100.9,107.4,81.4,,55,,
165,Eric Ball,CIN,RB,23,15,9,0,0,0,0,0,98,391,3.99,3,6,44,7.33,0,3,,3,,,62,64.5,69.0,61.5,,58,,
166,Marcus Allen,RAI,RB,29,8,5,0,0,0,0,0,69,293,4.25,2,20,191,9.55,0,2,,2,,,60,78.4,85.4,68.4,,59,,
167,Steve Largent,SEA,WR,35,10,9,0,0,0,0,0,0,0,,0,28,403,14.39,3,0,,3,,,60,87.3,89.3,73.3,,58,,
168,Lionel Manuel,NYG,WR,27,16,12,0,0,0,0,0,0,0,,0,33,539,16.33,1,0,,1,,,60,92.9,95.9,76.4,,59,,
169,Dennis McKinnon,CHI,WR,28,16,10,0,0,0,0,0,3,5,1.67,0,28,418,14.93,3,3,,3,,,60,85.3,89.8,71.3,,57,,
170,Stanford Jennings,CIN,RB,27,16,6,0,0,0,0,0,83,293,3.53,2,10,119,11.90,1,1,,3,,,59,68.2,74.7,63.2,,60,,
